"row","city","country","buildings","highrises","population","url","page_num","timestamp"
184,"Circular Head","Australia","no data","no data","8,051","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
185,"City of Caloundra","Australia","1","1","90,341","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
186,"City of Stonnington","Australia","no data","no data","99,110","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
187,"Coffs Harbour","Australia","no data","no data","62,978","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
188,"Coomera","Australia","no data","no data","8,793","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
189,"Cumnock","Australia","no data","no data","275","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
190,"Dalby","Australia","no data","no data","12,299","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
191,"Dalwallinu","Australia","no data","no data","593","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
192,"Dandenong","Australia","1","1","16,729","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
193,"Darwin","Australia","45","44","145,916","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
194,"Dubbo","Australia","no data","no data","39,500","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
195,"Exmouth","Australia","no data","no data","2,245","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
196,"Fremantle","Australia","4","4","26,320","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
197,"Gladstone","Australia","no data","no data","29,288","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
198,"Gold Coast","Australia","213","210","638,090","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
199,"Gosford","Australia","5","5","163,469","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
200,"Greater Geelong","Australia","no data","no data","207,515","http://skyscraperpage.com/cities/?s=0&c=2&p=3&r=50&10=0",4,2018-12-05 21:49:13
201,"Hamersley","Australia","no data","no data","4,982","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
202,"Hervey Bay","Australia","no data","no data","47,556","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
203,"Hobart","Australia","34","29","224,462","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
204,"Horsham","Australia","no data","no data","14,285","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
205,"Jabiru","Australia","1","no data","1,187","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
206,"Julia Creek","Australia","no data","no data","368","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
207,"Kingborough","Australia","no data","no data","32,057","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
208,"Kwinana","Australia","no data","no data","24,427","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
209,"Lake Macquarie","Australia","no data","no data","189,596","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
210,"Latrobe","Australia","no data","no data","71,073","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
211,"Launceston","Australia","2","2","65,051","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
212,"Lithgow","Australia","no data","no data","20,981","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
213,"Liverpool","Australia","2","2","24,095","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
214,"Longreach","Australia","no data","no data","3,137","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
215,"Mackay","Australia","no data","no data","75,922","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
216,"Manly","Australia","5","4","39,214","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
217,"Maroochy","Australia","12","12","149,232","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
218,"Melbourne","Australia","386","376","4,725,316","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
219,"Mildura","Australia","no data","no data","47,867","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
220,"Mount Dandenong","Australia","no data","no data","1,276","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
221,"Mount Isa","Australia","no data","no data","22,200","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
222,"Muswellbrook","Australia","no data","no data","11,420","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
223,"Nanango","Australia","no data","no data","8,814","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
224,"Newcastle","Australia","23","18","546,788","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
225,"North Sydney","Australia","54","54","61,802","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
226,"Outback Areas","Australia","1","no data","5,290","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
227,"Palmerston","Australia","1","1","23,614","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
228,"Parramatta","Australia","57","46","155,098","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
229,"Penrith","Australia","1","no data","11,813","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
230,"Perth","Australia","159","141","2,022,044","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
231,"Point Samson","Australia","1","no data","298","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
232,"Port Adelaide Enfield","Australia","no data","no data","105,386","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
233,"Port Augusta","Australia","no data","no data","13,504","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
234,"Port Kembla","Australia","no data","no data","4,884","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
235,"Port Macquarie-Hastings","Australia","2","2","71,084","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
236,"Port Pirie","Australia","no data","no data","17,488","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
237,"Rockhampton","Australia","2","2","65,850","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
238,"St George","Australia","no data","no data","2,410","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
239,"Sydney","Australia","513","487","5,029,768","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
240,"The Entrance","Australia","1","1","3,873","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
241,"Toowoomba","Australia","9","7","97,284","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
242,"Townsville","Australia","17","14","178,864","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
243,"Wagait Beach","Australia","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
244,"Wagin","Australia","no data","no data","1,427","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
245,"Wellington","Australia","no data","no data","42,147","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
246,"Wentworth","Australia","no data","no data","7,405","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
247,"Whitsunday","Australia","4","4","18,120","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
248,"Willoughby","Australia","33","33","65,029","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
249,"Wollongong","Australia","8","6","192,131","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
250,"Wyong","Australia","no data","no data","144,297","http://skyscraperpage.com/cities/?s=0&c=2&p=4&r=50&10=0",5,2018-12-05 21:49:14
251,"Yulara","Australia","no data","no data","1,799","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
252,"Aldrans","Austria","no data","no data","1,968","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
253,"Ansfelden","Austria","2","1","14,789","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
254,"Arnoldstein","Austria","no data","no data","6,986","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
255,"Bad Deutsch-Altenburg","Austria","no data","no data","1,375","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
256,"Bad Sankt Leonhard im Lavanttal","Austria","no data","no data","4,831","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
257,"Baden","Austria","1","no data","24,502","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
258,"Bisamberg","Austria","no data","no data","4,001","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
259,"Braunau am Inn","Austria","6","6","16,337","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
260,"Bregenz","Austria","4","3","26,752","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
261,"Bruck an der Leitha","Austria","no data","no data","7,682","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
262,"Bruck an der Mur","Austria","1","1","13,439","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
263,"BrÃ¼ckl","Austria","no data","no data","2,861","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
264,"Dobl","Austria","no data","no data","1,449","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
265,"Dornbirn","Austria","1","1","42,301","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
266,"DÃ¼nserberg","Austria","1","no data","145","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
267,"Eisenstadt","Austria","1","1","11,334","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
268,"Enns","Austria","1","no data","10,611","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
269,"Feldkirch","Austria","3","2","28,607","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
270,"Feldkirchen bei Graz","Austria","1","1","5,024","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
271,"Flattach","Austria","no data","no data","1,185","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
272,"Frutten-Giesselsdorf","Austria","no data","no data","669","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
273,"Gedersdorf","Austria","no data","no data","2,245","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
274,"Graz","Austria","47","46","286,292","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
275,"Hall in Tirol","Austria","1","1","11,492","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
276,"Haus","Austria","1","no data","2,349","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
277,"Hochfilzen","Austria","no data","no data","1,153","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
278,"HÃ¶chst","Austria","1","no data","7,096","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
279,"Innsbruck","Austria","16","14","132,493","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
280,"Judenburg","Austria","2","1","10,130","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
281,"Kapfenberg","Austria","4","4","22,234","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
282,"Kaprun","Austria","no data","no data","2,903","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
283,"Keutschach am See","Austria","2","no data","2,348","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
284,"KitzbÃ¼hel","Austria","1","no data","8,574","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
285,"Klagenfurt","Austria","2","2","100,369","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
286,"Knittelfeld","Austria","1","1","12,740","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
287,"KÃ¶flach","Austria","1","1","10,671","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
288,"Korneuburg","Austria","1","1","11,032","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
289,"Krems","Austria","6","6","23,713","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
290,"KremsmÃ¼nster","Austria","no data","no data","6,436","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
291,"Kronstorf","Austria","no data","no data","3,005","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
292,"Kufstein","Austria","5","5","15,358","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
293,"Lauterach","Austria","no data","no data","8,947","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
294,"Lenzing","Austria","no data","no data","5,049","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
295,"Leoben","Austria","7","7","25,804","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
296,"Leonding","Austria","no data","no data","22,203","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
297,"Lichtenegg","Austria","no data","no data","1,090","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
298,"Lienz","Austria","no data","no data","12,079","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
299,"Linz","Austria","29","27","204,846","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
300,"Lustenau","Austria","1","1","19,709","http://skyscraperpage.com/cities/?s=0&c=2&p=5&r=50&10=0",6,2018-12-05 21:49:16
301,"Malta","Austria","no data","no data","2,185","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
302,"Mannersdorf am Leithagebirge","Austria","no data","no data","3,823","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
303,"Maria Enzersdorf","Austria","2","2","8,202","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
304,"Maria Laach am Jauerling","Austria","no data","no data","963","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
305,"Maria Rain","Austria","no data","no data","2,424","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
306,"Markt Neuhodis","Austria","1","no data","708","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
307,"Mattersburg","Austria","1","1","6,256","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
308,"Mellach","Austria","no data","no data","1,182","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
309,"Mittersill","Austria","no data","no data","5,584","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
310,"Moosbrunn","Austria","no data","no data","1,648","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
311,"MÃ¼rzzuschlag","Austria","1","1","9,569","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
312,"Neunkirchen","Austria","no data","no data","11,058","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
313,"Niklasdorf","Austria","1","no data","2,697","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
314,"Oberwart","Austria","1","1","6,696","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
315,"Parndorf","Austria","1","1","3,218","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
316,"Partenen","Austria","no data","no data","464","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
317,"Patsch","Austria","no data","no data","910","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
318,"Potzneusiedl","Austria","no data","no data","506","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
319,"Poysdorf","Austria","no data","no data","5,461","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
320,"Raaba","Austria","1","1","2,180","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
321,"Radenthein","Austria","1","1","6,620","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
322,"Radstadt","Austria","1","no data","4,797","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
323,"Salzburg","Austria","9","8","153,377","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
324,"Sankt Pantaleon","Austria","no data","no data","3,119","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
325,"Sankt Radegund bei Graz","Austria","no data","no data","2,055","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
326,"Schottwien","Austria","1","no data","707","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
327,"Schwechat","Austria","2","2","15,286","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
328,"Schwechat","Austria","1","1","17,032","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
329,"Siegendorf","Austria","1","1","2,720","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
330,"Spittal an der Drau","Austria","1","1","16,045","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
331,"St. Johann im Pongau","Austria","1","no data","10,260","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
332,"St. PÃ¶lten","Austria","10","7","52,048","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
333,"Stockenboi","Austria","1","no data","1,647","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
334,"Stockerau","Austria","1","no data","14,452","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
335,"Ternitz","Austria","1","1","15,232","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
336,"Trieben","Austria","no data","no data","8,386","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
337,"Tweng","Austria","no data","no data","269","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
338,"Veitsch","Austria","1","no data","3,000","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
339,"Vienna","Austria","201","163","1,888,776","http://skyscraperpage.com/cities/?s=0&c=2&p=6&r=50&10=0",7,2018-12-05 21:49:17
